Unit ID,Unit Name,Faction,Movement,Toughness,Save,Invunl Save,Wounds,Leadership,OC,Points,Model Count
2379,Astra Militarum Storm Chimera,Astra Militarum,10.0,9.0,3.0,,11.0,7.0,2.0,90.0,1
2485,Gaunt’s Ghosts,Astra Militarum,6.0,3.0,4.0,5.0,3.0,6.0,1.0,100.0,5
2605,Lord Solar Leontus,Astra Militarum,12.0,4.0,3.0,4.0,8.0,6.0,2.0,130.0,1
2606,Ursula Creed,Astra Militarum,6.0,3.0,4.0,5.0,4.0,7.0,1.0,85.0,1
2607,Astra Militarum Cadian Castellan,Astra Militarum,6.0,3.0,5.0,5.0,4.0,7.0,1.0,55.0,1
2609,Astra Militarum Cadian Command Squad,Astra Militarum,6.0,3.0,5.0,,3.0,7.0,1.0,65.0,4
2610,Astra Militarum Regimental Attachés,Astra Militarum,6.0,3.0,5.0,,1.0,7.0,1.0,40.0,1
2612,Astra Militarum Cadian Shock Troops,Astra Militarum,6.0,3.0,5.0,,1.0,7.0,2.0,120.0,18
2613,Astra Militarum Death Korps Of Krieg,Astra Militarum,6.0,3.0,5.0,,1.0,7.0,2.0,145.0,18
2614,Astra Militarum Catachan Jungle Fighters,Astra Militarum,6.0,3.0,5.0,,1.0,7.0,2.0,120.0,18
2615,Astra Militarum Kasrkin,Astra Militarum,6.0,3.0,4.0,,1.0,7.0,1.0,110.0,9
2616,Astra Militarum Attilan Rough Riders,Astra Militarum,12.0,4.0,4.0,,2.0,7.0,1.0,120.0,9
2617,Astra Militarum Rogal Dorn Battle Tank,Astra Militarum,10.0,12.0,2.0,,18.0,7.0,5.0,250.0,1
2619,Astra Militarum Aegis Defence Line,Astra Militarum,,12.0,2.0,,10.0,7.0,0.0,145.0,1
2739,Astra Militarum Earthshaker Platform,Astra Militarum,,8.0,3.0,,8.0,7.0,2.0,110.0,1
2740,Astra Militarum Elysian Drop Sentinel,Astra Militarum,10.0,6.0,3.0,,6.0,7.0,2.0,85.0,1
2741,Astra Militarum Leman Russ Eradicator,Astra Militarum,10.0,11.0,2.0,,13.0,7.0,3.0,170.0,1
2742,Astra Militarum Leman Russ Executioner,Astra Militarum,10.0,11.0,2.0,,13.0,7.0,3.0,170.0,1
2743,Astra Militarum Leman Russ Exterminator,Astra Militarum,10.0,11.0,2.0,,13.0,7.0,3.0,180.0,1
2744,Astra Militarum Leman Russ Punisher,Astra Militarum,10.0,11.0,2.0,,13.0,7.0,3.0,150.0,1
2745,Astra Militarum Leman Russ Vanquisher,Astra Militarum,10.0,11.0,2.0,,13.0,7.0,3.0,145.0,1
2746,Tempestus Scions,Astra Militarum,6.0,3.0,4.0,,1.0,7.0,1.0,140.0,9
3834,Tempestus Aquilons,Astra Militarum,6.0,3.0,4.0,,1.0,7.0,1.0,100.0,9
3889,Astra Militarum Krieg Command Squad,Astra Militarum,6.0,3.0,5.0,,3.0,6.0,1.0,65.0,5
3890,Lord Marshal Dreir,Astra Militarum,10.0,4.0,4.0,4.0,6.0,7.0,2.0,100.0,1
3891,Astra Militarum Catachan Command Squad,Astra Militarum,6.0,3.0,5.0,,3.0,7.0,1.0,65.0,4
3892,Astra Militarum Rogal Dorn Commander,Astra Militarum,10.0,12.0,2.0,,18.0,7.0,5.0,275.0,1
3893,Astra Militarum Krieg Combat Engineers,Astra Militarum,6.0,3.0,4.0,,1.0,7.0,1.0,95.0,9
3894,Astra Militarum Catachan Heavy Weapons Squad,Astra Militarum,6.0,3.0,5.0,,2.0,7.0,2.0,65.0,3
3895,Astra Militarum Krieg Heavy Weapons Squad,Astra Militarum,4.0,3.0,4.0,,2.0,7.0,1.0,75.0,3
3896,Astra Militarum Artillery Team,Astra Militarum,3.0,7.0,3.0,,10.0,7.0,3.0,95.0,1
3897,Astra Militarum Field Ordnance Battery,Astra Militarum,3.0,5.0,4.0,,6.0,7.0,2.0,110.0,2
3898,Astra Militarum Death Riders,Astra Militarum,10.0,4.0,4.0,,2.0,7.0,1.0,120.0,9
3922,Astra Militarum Hell’s Last,Astra Militarum,6.0,3.0,5.0,5.0,3.0,7.0,1.0,80.0,4
3937,Provisionally Prepared,Astra Militarum,6.0,2.0,6.0,,2.0,8.0,2.0,40.0,1
870,Vindicare Assassin,Agents,7.0,4.0,6.0,4.0,4.0,6.0,1.0,125.0,1
871,Callidus Assassin,Agents,7.0,4.0,6.0,4.0,4.0,6.0,1.0,100.0,1
872,Eversor Assassin,Agents,9.0,4.0,6.0,4.0,4.0,6.0,1.0,120.0,1
873,Culexus Assassin,Agents,7.0,4.0,6.0,4.0,4.0,6.0,1.0,85.0,1
874,Inquisitor Greyfax,Agents,6.0,3.0,3.0,5.0,4.0,6.0,1.0,65.0,1
875,Inquisitor Karamazov,Agents,8.0,9.0,3.0,4.0,10.0,6.0,3.0,140.0,1
876,Inquisitor Coteaz,Agents,6.0,3.0,2.0,4.0,4.0,6.0,1.0,95.0,1
877,Inquisitor,Agents,6.0,3.0,4.0,5.0,4.0,6.0,1.0,55.0,1
1579,Inquisitor Eisenhorn,Agents,6.0,3.0,4.0,5.0,4.0,6.0,1.0,65.0,1
2090,Inquisitor Draxus,Agents,6.0,3.0,3.0,5.0,4.0,6.0,1.0,95.0,1
2509,Voidsmen-at-arms,Agents,6.0,3.0,4.0,,1.0,7.0,2.0,70.0,4
2587,Imperial Navy Breachers,Agents,6.0,3.0,4.0,,1.0,7.0,2.0,90.0,9
2683,Vigilant Squad,Agents,6.0,3.0,4.0,,1.0,7.0,2.0,85.0,9
2684,Subductor Squad,Agents,6.0,3.0,3.0,4.0,1.0,7.0,1.0,100.0,9
2685,Exaction Squad,Agents,6.0,3.0,4.0,,1.0,7.0,1.0,90.0,9
2760,Inquisitor In Terminator Armour,Agents,5.0,4.0,2.0,4.0,5.0,6.0,1.0,70.0,1
2761,Damned Legionnaires,Agents,6.0,4.0,3.0,4.0,2.0,6.0,1.0,180.0,9
2762,Rogue Trader Entourage,Agents,6.0,3.0,4.0,4.0,4.0,6.0,1.0,105.0,1
2763,Janus Draik,Agents,6.0,3.0,4.0,4.0,4.0,6.0,1.0,40.0,1
2764,Neyam Shai Murad,Agents,6.0,3.0,4.0,4.0,4.0,6.0,1.0,40.0,1
2765,Navigator,Agents,6.0,3.0,5.0,4.0,3.0,7.0,1.0,75.0,1
2766,UR-025,Agents,5.0,5.0,3.0,,4.0,7.0,1.0,55.0,25
2767,Inquisitorial Agents,Agents,6.0,3.0,5.0,,1.0,7.0,1.0,120.0,10
3812,Agents Ministorum Priest,Agents,6.0,3.0,6.0,4.0,3.0,7.0,1.0,40.0,1
3813,Grey Knights Terminator Squad,Agents,5.0,5.0,2.0,4.0,3.0,6.0,2.0,210.0,4
3814,Agents Watch Captain Artemis,Agents,6.0,4.0,3.0,4.0,4.0,6.0,1.0,65.0,1
3815,Agents Watch Master,Agents,6.0,4.0,2.0,4.0,5.0,6.0,1.0,95.0,1
3816,Deathwatch Kill Team,Agents,6.0,4.0,3.0,,2.0,6.0,2.0,190.0,9
3817,Agents Corvus Blackstar,Agents,20.0,10.0,3.0,,14.0,6.0,0.0,180.0,1
3818,Sisters of Battle Squad,Agents,6.0,3.0,3.0,6.0,1.0,7.0,2.0,115.0,9
3819,Sisters of Battle Immolator,Agents,12.0,10.0,3.0,6.0,11.0,7.0,2.0,115.0,1
3820,Inquisitorial Chimera,Agents,10.0,9.0,3.0,,11.0,7.0,2.0,70.0,1
3821,Agents Kill Team Cassius,Agents,6.0,4.0,3.0,4.0,4.0,5.0,2.0,220.0,8
3822,Agents Deathwatch Terminator Squad,Agents,5.0,5.0,2.0,4.0,3.0,6.0,1.0,420.0,9
3823,Veteran Bike Squad,Agents,12.0,5.0,3.0,,3.0,6.0,2.0,140.0,5
3824,Proteus Kill Team,Agents,12.0,5.0,3.0,,3.0,6.0,2.0,320.0,10
3825,Agents Fortis Kill Team,Agents,12.0,5.0,3.0,,4.0,6.0,2.0,200.0,10
3826,Agents Indomitor Kill Team,Agents,5.0,6.0,3.0,,3.0,6.0,1.0,240.0,10
3827,Agents Spectrus Kill Team,Agents,6.0,4.0,3.0,,2.0,6.0,1.0,180.0,10
3828,Daemonhost,Agents,6.0,3.0,5.0,5.0,3.0,7.0,0.0,80.0,2
3829,Jokaero Weaponsmith,Agents,6.0,3.0,5.0,4.0,2.0,7.0,0.0,30.0,1
3830,Imperial Rhino,Agents,12.0,9.0,3.0,,10.0,6.0,2.0,75.0,1
4074,Agents Sanctifiers,Agents,6.0,3.0,6.0,5.0,1.0,7.0,1.0,100.0,4
894,Crusaders,Adepta Sororitas,6.0,3.0,3.0,4.0,2.0,7.0,1.0,80.0,4
895,Death Cult Assassins,Adepta Sororitas,7.0,3.0,5.0,5.0,2.0,7.0,1.0,110.0,4
896,Arco-flagellants,Adepta Sororitas,7.0,3.0,7.0,6.0,2.0,8.0,1.0,140.0,10
897,Penitent Engines,Adepta Sororitas,8.0,6.0,4.0,6.0,5.0,7.0,2.0,150.0,2
898,Saint Celestine,Adepta Sororitas,12.0,3.0,2.0,4.0,5.0,6.0,1.0,150.0,2
899,Canoness,Adepta Sororitas,6.0,3.0,3.0,4.0,4.0,7.0,1.0,50.0,1
900,Imagifier,Adepta Sororitas,6.0,3.0,3.0,4.0,3.0,6.0,1.0,65.0,1
901,Hospitaller,Adepta Sororitas,6.0,3.0,3.0,6.0,3.0,7.0,1.0,50.0,1
902,Dialogus,Adepta Sororitas,6.0,3.0,3.0,4.0,3.0,6.0,1.0,40.0,1
903,Battle Sisters Squad,Adepta Sororitas,6.0,3.0,3.0,6.0,1.0,7.0,2.0,105.0,9
904,Seraphim Squad,Adepta Sororitas,12.0,3.0,3.0,5.0,1.0,7.0,1.0,160.0,9
907,Repentia Squad,Adepta Sororitas,7.0,3.0,3.0,6.0,1.0,7.0,1.0,160.0,9
908,Retributor Squad,Adepta Sororitas,6.0,3.0,3.0,6.0,1.0,7.0,1.0,105.0,4
909,Dominion Squad,Adepta Sororitas,6.0,3.0,3.0,6.0,1.0,7.0,1.0,115.0,9
910,Sororitas Rhino,Adepta Sororitas,12.0,9.0,3.0,6.0,10.0,7.0,2.0,75.0,1
911,Immolator,Adepta Sororitas,12.0,10.0,3.0,6.0,11.0,7.0,2.0,115.0,1
912,Exorcist,Adepta Sororitas,10.0,10.0,3.0,6.0,11.0,7.0,3.0,210.0,1
1199,Repressor,Adepta Sororitas,12.0,10.0,3.0,6.0,12.0,7.0,2.0,130.0,1
1553,Adepta Sororitas Ministorum Priest,Adepta Sororitas,6.0,3.0,6.0,4.0,3.0,7.0,1.0,50.0,1
2063,Triumph Of Saint Katherine,Adepta Sororitas,6.0,3.0,3.0,4.0,18.0,6.0,6.0,235.0,1
2064,Junith Eruita,Adepta Sororitas,8.0,5.0,2.0,4.0,8.0,6.0,2.0,80.0,1
2066,Zephyrim Squad,Adepta Sororitas,12.0,3.0,3.0,5.0,1.0,7.0,1.0,160.0,9
2067,Mortifiers,Adepta Sororitas,8.0,6.0,4.0,6.0,5.0,7.0,2.0,140.0,2
2068,Battle Sanctum,Adepta Sororitas,,11.0,3.0,,20.0,7.0,0.0,170.0,1
2472,Palatine,Adepta Sororitas,6.0,3.0,3.0,4.0,4.0,7.0,1.0,50.0,1
2479,Morvenn Vahl,Adepta Sororitas,8.0,7.0,2.0,4.0,8.0,6.0,3.0,170.0,1
2480,Aestred Thurga And Agathae Dolan,Adepta Sororitas,6.0,3.0,2.0,4.0,4.0,6.0,1.0,70.0,1
2481,Celestian Sacresants,Adepta Sororitas,6.0,3.0,3.0,4.0,1.0,7.0,1.0,130.0,9
2482,Dogmata,Adepta Sororitas,6.0,3.0,3.0,6.0,3.0,6.0,1.0,45.0,1
2483,Paragon Warsuits,Adepta Sororitas,8.0,7.0,2.0,4.0,4.0,7.0,2.0,210.0,2
2484,Castigator,Adepta Sororitas,10.0,10.0,3.0,6.0,11.0,7.0,3.0,160.0,1
2507,Sisters Novitiate Squad,Adepta Sororitas,6.0,3.0,3.0,6.0,1.0,7.0,2.0,100.0,9
2771,Daemonifuge,Adepta Sororitas,8.0,3.0,3.0,4.0,5.0,7.0,1.0,85.0,1
3714,Canoness with Jump Pack,Adepta Sororitas,12.0,3.0,3.0,4.0,3.0,7.0,1.0,75.0,1
3811,Celestian Sacresant Aveline,Adepta Sororitas,6.0,3.0,3.0,4.0,4.0,7.0,1.0,45.0,1
4075,Adepta Sororitas Sanctifiers,Adepta Sororitas,6.0,3.0,6.0,5.0,1.0,7.0,1.0,100.0,4
1104,Karanak,Chaos Daemons,12.0,4.0,7.0,4.0,5.0,7.0,3.0,75.0,1
1105,Chaos Daemons Skarbrand,Chaos Daemons,10.0,11.0,3.0,4.0,20.0,6.0,5.0,305.0,1
1106,Skulltaker,Chaos Daemons,8.0,4.0,4.0,4.0,5.0,7.0,1.0,85.0,1
1111,Rendmaster On Blood Throne,Chaos Daemons,8.0,9.0,4.0,4.0,9.0,7.0,3.0,165.0,1
1112,Chaos Daemons Flesh Hounds,Chaos Daemons,12.0,4.0,7.0,5.0,2.0,7.0,1.0,150.0,9
1114,Chaos Daemons Bloodletters,Chaos Daemons,8.0,4.0,7.0,5.0,1.0,7.0,2.0,110.0,9
1115,Chaos Daemons Bloodcrushers,Chaos Daemons,10.0,7.0,3.0,5.0,4.0,7.0,2.0,220.0,5
1116,Skull Cannon,Chaos Daemons,8.0,9.0,4.0,4.0,9.0,7.0,3.0,95.0,1
1117,Chaos Daemons Kairos Fateweaver,Chaos Daemons,12.0,10.0,6.0,4.0,20.0,6.0,5.0,270.0,1
1118,The Changeling,Chaos Daemons,6.0,3.0,7.0,4.0,5.0,7.0,1.0,90.0,1
1119,The Blue Scribes,Chaos Daemons,12.0,4.0,6.0,4.0,6.0,8.0,2.0,75.0,1
1120,Chaos Daemons Lord of Change,Chaos Daemons,12.0,10.0,6.0,4.0,18.0,6.0,5.0,260.0,1
1125,Chaos Daemons Flamers,Chaos Daemons,9.0,4.0,7.0,4.0,3.0,7.0,1.0,130.0,5
1126,Exalted Flamer,Chaos Daemons,9.0,4.0,7.0,4.0,6.0,7.0,1.0,65.0,1
1127,Chaos Daemons Screamers,Chaos Daemons,14.0,4.0,6.0,4.0,3.0,7.0,1.0,160.0,6
1128,Burning Chariot,Chaos Daemons,12.0,8.0,7.0,4.0,9.0,7.0,3.0,115.0,1
1129,Epidemius,Chaos Daemons,5.0,5.0,6.0,5.0,8.0,7.0,2.0,80.0,1
1130,Chaos Daemons Great Unclean One,Chaos Daemons,7.0,12.0,5.0,4.0,20.0,6.0,5.0,250.0,1
1132,Chaos Daemons Plaguebearers,Chaos Daemons,5.0,5.0,7.0,5.0,2.0,7.0,2.0,110.0,9
1133,Chaos Daemons Nurglings,Chaos Daemons,5.0,3.0,7.0,5.0,4.0,8.0,0.0,70.0,6
1134,Beasts Of Nurgle,Chaos Daemons,6.0,9.0,6.0,5.0,7.0,7.0,3.0,130.0,2
1135,Chaos Daemons Plague Drones,Chaos Daemons,10.0,8.0,6.0,5.0,5.0,7.0,2.0,220.0,5
1136,The Masque Of Slaanesh,Chaos Daemons,9.0,3.0,7.0,4.0,4.0,7.0,1.0,95.0,1
1137,Keeper Of Secrets,Chaos Daemons,14.0,10.0,5.0,4.0,18.0,6.0,5.0,270.0,1
1138,Tranceweaver,Chaos Daemons,9.0,3.0,7.0,5.0,3.0,7.0,1.0,60.0,1
1139,Herald Of Slaanesh On Steed Of Slaanesh,Chaos Daemons,14.0,4.0,7.0,5.0,4.0,7.0,2.0,70.0,1
1141,Tormentbringer On Exalted Seeker Chariot,Chaos Daemons,14.0,6.0,5.0,4.0,12.0,7.0,3.0,140.0,1
1142,Chaos Daemons Daemonettes,Chaos Daemons,9.0,3.0,7.0,5.0,1.0,7.0,2.0,100.0,9
1143,Chaos Daemons Fiends,Chaos Daemons,12.0,5.0,7.0,5.0,4.0,7.0,2.0,190.0,5
1144,Hellflayers,Chaos Daemons,14.0,6.0,5.0,4.0,7.0,7.0,3.0,160.0,2
1145,Chaos Daemons Seekers,Chaos Daemons,14.0,4.0,7.0,5.0,2.0,7.0,1.0,160.0,9
1146,Seeker Chariot,Chaos Daemons,14.0,6.0,5.0,4.0,7.0,7.0,3.0,130.0,2
1147,Exalted Seeker Chariot,Chaos Daemons,14.0,6.0,5.0,4.0,12.0,7.0,5.0,115.0,1
1148,Be’lakor,Chaos Daemons,12.0,11.0,3.0,4.0,20.0,6.0,5.0,375.0,1
1149,Daemon Prince Of Chaos,Chaos Daemons,8.0,10.0,2.0,4.0,10.0,6.0,3.0,190.0,1
1150,Furies,Chaos Daemons,12.0,3.0,7.0,5.0,1.0,8.0,1.0,80.0,10
1151,Soul Grinder,Chaos Daemons,8.0,11.0,3.0,4.0,14.0,7.0,5.0,180.0,1
1329,An’ggrath the Unbound,Chaos Daemons,12.0,11.0,4.0,4.0,24.0,6.0,6.0,415.0,1
1332,Zarakynel,Chaos Daemons,14.0,10.0,5.0,4.0,20.0,6.0,5.0,320.0,1
1333,Aetaos’rau’keres,Chaos Daemons,12.0,10.0,6.0,4.0,24.0,6.0,6.0,315.0,1
1336,Plague Toads,Chaos Daemons,7.0,8.0,6.0,5.0,4.0,7.0,2.0,120.0,3
1337,Pox Riders,Chaos Daemons,7.0,8.0,6.0,5.0,5.0,7.0,2.0,160.0,3
1338,Spined Chaos Beast,Chaos Daemons,10.0,10.0,4.0,5.0,12.0,7.0,4.0,145.0,1
1339,Giant Chaos Spawn,Chaos Daemons,10.0,8.0,4.0,5.0,10.0,7.0,3.0,130.0,1
1340,Scabeiathrax The Bloated,Chaos Daemons,7.0,12.0,5.0,4.0,22.0,6.0,5.0,275.0,1
1455,Bloodmaster,Chaos Daemons,8.0,4.0,5.0,4.0,4.0,7.0,1.0,65.0,1
1456,Skullmaster,Chaos Daemons,10.0,7.0,3.0,4.0,6.0,7.0,2.0,100.0,1
1462,Changecaster,Chaos Daemons,6.0,3.0,6.0,4.0,3.0,7.0,1.0,60.0,1
1463,Fateskimmer,Chaos Daemons,12.0,7.0,6.0,4.0,9.0,7.0,3.0,95.0,1
1464,Fluxmaster,Chaos Daemons,12.0,4.0,6.0,4.0,4.0,7.0,1.0,60.0,1
1465,Chaos Daemons Rotigus,Chaos Daemons,7.0,12.0,5.0,4.0,22.0,6.0,5.0,250.0,1
1466,Horticulous Slimux,Chaos Daemons,6.0,10.0,3.0,4.0,10.0,7.0,2.0,120.0,1
1467,Poxbringer,Chaos Daemons,5.0,5.0,7.0,5.0,5.0,7.0,1.0,55.0,1
1468,Sloppity Bilepiper,Chaos Daemons,5.0,5.0,7.0,5.0,5.0,7.0,1.0,55.0,1
1469,Spoilpox Scrivener,Chaos Daemons,5.0,5.0,7.0,5.0,5.0,6.0,1.0,60.0,1
1470,Feculent Gnarlmaw,Chaos Daemons,,9.0,4.0,,9.0,7.0,0.0,100.0,1
1588,Skull Altar,Chaos Daemons,,12.0,3.0,,10.0,7.0,0.0,105.0,1
1589,Infernal Enrapturess,Chaos Daemons,9.0,3.0,7.0,5.0,3.0,7.0,1.0,60.0,1
1647,Contorted Epitome,Chaos Daemons,9.0,6.0,5.0,4.0,8.0,7.0,2.0,100.0,1
1648,Chaos Daemons Shalaxi Helbane,Chaos Daemons,14.0,10.0,3.0,4.0,20.0,6.0,5.0,380.0,1
1649,Syll’esske,Chaos Daemons,9.0,6.0,6.0,4.0,9.0,6.0,2.0,120.0,1
2582,Chaos Daemons Bloodthirster,Chaos Daemons,12.0,11.0,3.0,4.0,18.0,6.0,5.0,305.0,1
2583,Chaos Daemons Blue Horrors,Chaos Daemons,6.0,3.0,7.0,4.0,1.0,8.0,1.0,125.0,10
2584,Chaos Daemons Pink Horrors,Chaos Daemons,6.0,3.0,7.0,4.0,1.0,7.0,2.0,140.0,10
2758,Daemon Prince Of Chaos With Wings,Chaos Daemons,12.0,9.0,2.0,4.0,10.0,6.0,3.0,180.0,1
4036,Chaos Daemons Chaos Lord,Chaos Daemons,6.0,4.0,3.0,4.0,5.0,6.0,1.0,90.0,1
4037,Chaos Daemons Chaos Lord In Terminator Armour,Chaos Daemons,5.0,5.0,2.0,4.0,6.0,6.0,1.0,95.0,1
4038,Chaos Daemons Chaos Lord with Jump Pack,Chaos Daemons,12.0,4.0,3.0,4.0,5.0,6.0,1.0,80.0,1
4039,Chaos Daemons Chaos Lord On Disc Of Tzeentch,Chaos Daemons,12.0,4.0,3.0,4.0,6.0,6.0,1.0,100.0,1
4040,Chaos Daemons Chaos Lord On Juggernaut,Chaos Daemons,10.0,6.0,2.0,4.0,7.0,6.0,2.0,115.0,1
4041,Chaos Daemons Chaos Lord On Palanquin Of Nurgle,Chaos Daemons,5.0,5.0,3.0,4.0,8.0,6.0,2.0,90.0,1
4042,Chaos Daemons Chaos Lord On Steed Of Slaanesh,Chaos Daemons,14.0,5.0,3.0,4.0,6.0,6.0,2.0,100.0,1
4043,Chaos Daemons Chaos Terminator Squad,Chaos Daemons,5.0,5.0,2.0,4.0,3.0,6.0,1.0,360.0,9
4044,Chaos Daemons Chosen,Chaos Daemons,6.0,4.0,3.0,,3.0,6.0,1.0,250.0,9
4045,Chaos Daemons Cultist Firebrand,Chaos Daemons,6.0,4.0,4.0,,4.0,6.0,1.0,45.0,1
4046,Chaos Daemons Dark Commune,Chaos Daemons,6.0,3.0,6.0,,4.0,6.0,1.0,90.0,2
4047,Chaos Daemons Traitor Enforcer,Chaos Daemons,6.0,6.0,5.0,,4.0,7.0,1.0,55.0,1
4048,Chaos Daemons Renegade Enforcer,Chaos Daemons,6.0,3.0,5.0,5.0,3.0,6.0,1.0,65.0,1
4049,Chaos Daemons Rogue Psyker,Chaos Daemons,6.0,3.0,5.0,,3.0,7.0,1.0,60.0,1
4050,Chaos Daemons Cultist Mob,Chaos Daemons,6.0,3.0,6.0,,1.0,7.0,1.0,100.0,19
4051,Chaos Daemons Cultist Mob with Firearms,Chaos Daemons,6.0,3.0,6.0,,1.0,7.0,1.0,100.0,19
4052,Chaos Daemons Accursed Cultists,Chaos Daemons,6.0,4.0,6.0,,3.0,7.0,1.0,195.0,10
4053,Chaos Daemons Fellgor Beastmen,Chaos Daemons,6.0,4.0,5.0,,1.0,7.0,1.0,70.0,9
4054,Chaos Daemons Traitor Guardsmen Squad,Chaos Daemons,6.0,3.0,5.0,,1.0,7.0,2.0,70.0,9
4055,Chaos Daemons Gellerpox Infected,Chaos Daemons,5.0,5.0,6.0,,4.0,7.0,1.0,125.0,4
4056,Chaos Daemons Mutoid Vermin,Chaos Daemons,8.0,2.0,7.0,,1.0,8.0,0.0,85.0,16
4057,Chaos Daemons Negavolt Cultists,Chaos Daemons,6.0,3.0,7.0,5.0,1.0,7.0,1.0,55.0,4
4058,Chaos Daemons Renegade Heavy Weapons Squad,Chaos Daemons,6.0,3.0,5.0,,2.0,7.0,2.0,75.0,3
4059,Chaos Daemons Renegade Ogryn Beast Handler,Chaos Daemons,6.0,6.0,5.0,,4.0,7.0,1.0,70.0,3
4060,Chaos Daemons Renegade Ogryn Brutes,Chaos Daemons,6.0,6.0,5.0,,3.0,7.0,1.0,95.0,3
4061,Chaos Daemons Renegade Plague Ogryns,Chaos Daemons,5.0,7.0,5.0,,3.0,7.0,1.0,95.0,3
4062,Chaos Daemons Dark Apostle,Chaos Daemons,6.0,4.0,3.0,4.0,4.0,5.0,1.0,65.0,2
4063,Chaos Daemons Havocs,Chaos Daemons,5.0,5.0,3.0,,2.0,6.0,1.0,125.0,4
4064,Chaos Daemons Legionaries,Chaos Daemons,6.0,4.0,3.0,,2.0,6.0,2.0,170.0,9
4065,Chaos Daemons Master Of Possession,Chaos Daemons,8.0,4.0,3.0,5.0,4.0,6.0,1.0,60.0,1
4066,Chaos Daemons Possessed,Chaos Daemons,9.0,6.0,3.0,5.0,3.0,6.0,1.0,240.0,9
4067,Chaos Daemons Raptors,Chaos Daemons,12.0,4.0,3.0,,2.0,6.0,1.0,170.0,9
4068,Chaos Daemons Sorcerer,Chaos Daemons,6.0,4.0,3.0,,4.0,6.0,1.0,60.0,1
4069,Chaos Daemons Sorcerer On Disc Of Tzeentch,Chaos Daemons,12.0,4.0,3.0,,5.0,6.0,1.0,80.0,1
4070,Chaos Daemons Sorcerer On Palanquin Of Nurgle,Chaos Daemons,5.0,5.0,3.0,,7.0,6.0,2.0,80.0,1
4071,Chaos Daemons Sorcerer On Steed Of Slaanesh,Chaos Daemons,14.0,5.0,3.0,,5.0,6.0,2.0,85.0,1
4072,Chaos Daemons Sorcerer In Terminator Armour,Chaos Daemons,5.0,5.0,2.0,4.0,5.0,6.0,1.0,80.0,1
4073,Chaos Daemons Warp Talons,Chaos Daemons,12.0,4.0,3.0,5.0,2.0,6.0,1.0,270.0,9
4100,Tormentbringer,Chaos Daemons,14.0,6.0,5.0,4.0,12.0,7.0,3.0,140.0,1
4101,Hellflayer,Chaos Daemons,14.0,6.0,5.0,4.0,7.0,7.0,3.0,210.0,2
4102,Karanak,Chaos Daemons,12.0,4.0,7.0,4.0,5.0,7.0,1.0,65.0,1
924,Abaddon The Despoiler,Chaos Space Marines,5.0,5.0,2.0,4.0,9.0,5.0,4.0,270.0,1
925,Huron Blackheart,Chaos Space Marines,6.0,4.0,3.0,4.0,5.0,6.0,1.0,80.0,1
926,Cypher,Chaos Space Marines,6.0,4.0,3.0,4.0,5.0,6.0,1.0,90.0,1
928,Fabius Bile,Chaos Space Marines,6.0,4.0,3.0,,5.0,6.0,1.0,85.0,1
929,Chaos Space Marines Chaos Lord,Chaos Space Marines,6.0,4.0,3.0,4.0,5.0,6.0,1.0,90.0,1
930,Chaos Space Marines Chaos Lord In Terminator Armour,Chaos Space Marines,5.0,5.0,2.0,4.0,6.0,6.0,1.0,95.0,1
931,Chaos Lord On Bike,Chaos Space Marines,12.0,5.0,3.0,4.0,6.0,6.0,2.0,95.0,1
932,Chaos Space Marines Chaos Lord On Juggernaut,Chaos Space Marines,10.0,6.0,2.0,4.0,7.0,6.0,2.0,115.0,1
933,Chaos Space Marines Chaos Lord On Disc Of Tzeentch,Chaos Space Marines,12.0,4.0,3.0,4.0,6.0,6.0,1.0,100.0,1
934,Chaos Space Marines Chaos Lord On Palanquin Of Nurgle,Chaos Space Marines,5.0,5.0,3.0,4.0,8.0,6.0,2.0,90.0,1
935,Chaos Space Marines Chaos Lord On Steed Of Slaanesh,Chaos Space Marines,14.0,5.0,3.0,4.0,6.0,6.0,2.0,100.0,1
936,Chaos Space Marines Dark Apostle,Chaos Space Marines,6.0,4.0,3.0,4.0,4.0,5.0,1.0,65.0,2
937,Heretic Astartes Daemon Prince,Chaos Space Marines,8.0,10.0,2.0,4.0,10.0,6.0,3.0,165.0,1
938,Chaos Space Marines Sorcerer,Chaos Space Marines,6.0,4.0,3.0,,4.0,6.0,1.0,60.0,1
939,Chaos Space Marines Sorcerer In Terminator Armour,Chaos Space Marines,5.0,5.0,2.0,4.0,5.0,6.0,1.0,80.0,1
940,Sorcerer On Bike,Chaos Space Marines,12.0,5.0,3.0,,5.0,6.0,2.0,75.0,1
941,Chaos Space Marines Sorcerer On Disc Of Tzeentch,Chaos Space Marines,12.0,4.0,3.0,,5.0,6.0,1.0,80.0,1
942,Chaos Space Marines Sorcerer On Palanquin Of Nurgle,Chaos Space Marines,5.0,5.0,3.0,,7.0,6.0,2.0,80.0,1
943,Chaos Space Marines Sorcerer On Steed Of Slaanesh,Chaos Space Marines,14.0,5.0,3.0,,5.0,6.0,2.0,85.0,1
944,Warpsmith,Chaos Space Marines,6.0,4.0,2.0,,4.0,6.0,1.0,70.0,1
946,Chaos Space Marines Cultist Mob,Chaos Space Marines,6.0,3.0,6.0,,1.0,7.0,1.0,100.0,19
